cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,total
036.821.497-40,08:02,11/07/2023,Açúcar,25.5,1,15,Natália,cartão_debito,25.5
034.278.591-50,20:37,03/07/2023,Cerveja,7.5,8,21,Ana,cartão_debito,60.0
689.231.745-64,15:05,23/07/2023,Farinha,2.7,7,4,Isadora,cartão_credito,18.9
860.357.192-95,19:24,26/07/2023,Detergente liquido,2.5,9,9,Maria Julia,dinheiro,22.5
041.639.752-25,15:14,16/07/2023,Sal,2.3,4,18,Caroline,cartão_credito,9.2
215.873.490-60,14:43,02/07/2023,Arroz,21.7,8,19,Ana,pix,173.6
624.705.981-76,21:52,16/07/2023,Arroz,21.7,9,18,Ana,cartão_credito,195.3
546.078.231-71,14:06,12/07/2023,Tomate,8.2,3,17,Isadora,cartão_debito,24.6
702.431.958-50,13:40,19/07/2023,Esponja de aço,5.5,2,19,Isadora,cartão_debito,11.0
689.231.745-64,09:50,08/07/2023,Sal,2.3,5,14,Maria Luiza,pix,11.5
640.825.931-60,18:56,23/07/2023,Arroz,21.7,1,9,Isadora,dinheiro,21.7
261.850.473-90,12:13,02/07/2023,Alcatra,45.7,2,9,Maria Luiza,dinheiro,91.4
723.510.694-80,18:34,25/07/2023,Detergente liquido,2.5,9,5,Natália,cartão_debito,22.5
215.873.490-60,17:02,01/07/2023,Gelatina,2.4,1,2,Maria Cecília,cartão_credito,2.4
047.853.961-48,15:22,17/07/2023,Farinha,2.7,1,19,Stephany,cartão_credito,2.7
824.170.965-01,14:33,22/07/2023,Arroz,21.7,5,16,Maria Luiza,dinheiro,108.5
295.073.846-00,17:36,28/07/2023,Açúcar,25.5,6,2,Ana,pix,153.0
980.267.513-02,10:11,19/07/2023,Morango,7.5,2,10,Maria Luiza,cartão_credito,15.0
921.543.870-04,17:05,29/07/2023,Esponja de aço,5.5,10,9,Maria Luiza,cartão_credito,55.0
468.307.129-04,16:22,26/07/2023,Cafe,9.5,5,14,Brenda,cartão_debito,47.5
048.196.375-84,08:53,02/07/2023,Ovos,18.2,4,10,Maria Julia,pix,72.8
436.891.750-20,21:12,29/07/2023,Gelatina,2.4,4,15,Natália,cartão_debito,9.6
065.138.274-26,20:14,04/07/2023,Açúcar,25.5,8,3,Natália,pix,204.0
531.480.729-79,17:10,29/07/2023,Picanha,50.4,2,17,Maria Luiza,dinheiro,100.8
123.407.685-35,08:50,29/07/2023,Feijão,15.5,9,9,Stephany,pix,139.5
805.614.923-60,10:55,17/07/2023,Óleo de cozinha,8.9,9,5,Maria Cecília,dinheiro,80.1
519.734.206-43,10:57,26/07/2023,Feijão,15.5,7,4,Milena,cartão_debito,108.5
803.615.947-39,20:14,23/07/2023,Esponja de aço,5.5,7,3,Maria Cecília,cartão_credito,38.5
840.617.235-53,17:08,24/07/2023,Escova dental,15.5,9,10,Ana,cartão_debito,139.5
269.731.504-70,18:27,29/07/2023,Cerveja,7.5,3,13,Stephany,dinheiro,22.5
695.281.740-94,09:57,11/07/2023,Vinho,17.7,7,15,Ana,pix,123.9
207.651.839-86,21:46,22/07/2023,Gelatina,2.4,3,3,Maria Cecília,pix,7.2
519.734.206-43,19:14,20/07/2023,Feijão,15.5,3,21,Maria Cecília,pix,46.5
906.172.385-02,14:37,23/07/2023,Cafe,9.5,8,6,Caroline,dinheiro,76.0
198.250.437-41,20:30,04/07/2023,Feijão,15.5,6,6,Stephany,dinheiro,93.0
138.456.920-06,09:59,05/07/2023,Esponja de aço,5.5,4,12,Brenda,cartão_debito,22.0
758.210.493-50,16:07,09/07/2023,Arroz,21.7,4,12,Maria Luiza,cartão_credito,86.8
857.132.409-32,13:47,30/07/2023,Açúcar,25.5,4,15,Maria Julia,cartão_credito,102.0
827.963.014-78,18:02,13/07/2023,Ovos,18.2,9,8,Caroline,cartão_debito,163.8
640.825.931-60,09:49,03/07/2023,Refrigerante lata,4.7,3,12,Natália,pix,14.1
436.891.750-20,16:32,04/07/2023,Refrigerante lata,4.7,3,20,Caroline,cartão_credito,14.1
864.279.053-92,18:15,26/07/2023,Gelatina,2.4,4,15,Milena,cartão_debito,9.6
521.364.079-61,10:48,12/07/2023,Sabonete,3.5,10,15,Brenda,cartão_credito,35.0
785.146.023-90,20:35,20/07/2023,Sabonete,3.5,7,1,Natália,pix,24.5
069.738.451-93,20:13,16/07/2023,Arroz,21.7,2,21,Stephany,pix,43.4
937.615.420-70,09:59,02/07/2023,Refrigerante lata,4.7,2,15,Maria Cecília,dinheiro,9.4
890.234.517-32,17:37,15/07/2023,Farinha,2.7,3,21,Natália,dinheiro,8.1
785.146.023-90,08:55,17/07/2023,Refrigerante lata,4.7,7,2,Isadora,pix,32.9
846.732.951-37,08:02,17/07/2023,Cafe,9.5,8,17,Isadora,cartão_debito,76.0
624.705.981-76,10:40,01/07/2023,Cafe,9.5,3,4,Stephany,pix,28.5
890.234.517-32,13:16,25/07/2023,Alcatra,45.7,8,16,Maria Julia,pix,365.6
109.783.654-10,08:07,26/07/2023,Vinho,17.7,3,12,Maria Julia,dinheiro,53.1
604.938.712-50,13:54,20/07/2023,Gelatina,2.4,8,12,Milena,pix,19.2
718.296.305-12,13:10,27/07/2023,File de frango,19.2,4,7,Natália,dinheiro,76.8
531.480.729-79,12:35,06/07/2023,Farinha,2.7,9,17,Maria Luiza,cartão_credito,24.3
569.403.271-34,17:12,15/07/2023,Ovos,18.2,9,12,Milena,pix,163.8
569.403.271-34,17:04,12/07/2023,Morango,7.5,1,13,Natália,dinheiro,7.5
863.125.974-82,14:39,14/07/2023,Cerveja,7.5,2,19,Maria Luiza,dinheiro,15.0
689.231.745-64,14:33,04/07/2023,Ovos,18.2,4,14,Caroline,dinheiro,72.8
863.125.974-82,22:46,15/07/2023,Cenoura,7.1,4,16,Natália,cartão_credito,28.4
369.841.052-42,19:08,29/07/2023,Farinha,2.7,8,17,Ana,pix,21.6
138.456.920-06,09:48,15/07/2023,Escova dental,15.5,9,9,Milena,cartão_debito,139.5
069.738.451-93,12:48,21/07/2023,Picanha,50.4,6,2,Milena,cartão_credito,302.4
624.705.981-76,11:33,23/07/2023,Linguiça frango,9.7,4,18,Ana,cartão_credito,38.8
569.403.271-34,15:36,17/07/2023,Picanha,50.4,5,21,Maria Luiza,cartão_credito,252.0
695.281.740-94,08:53,13/07/2023,Vinho,17.7,5,11,Natália,cartão_debito,88.5
198.250.437-41,18:54,17/07/2023,Sabonete,3.5,3,17,Stephany,pix,10.5
901.765.842-85,15:11,30/07/2023,Escova dental,15.5,8,12,Brenda,cartão_credito,124.0
640.825.931-60,11:02,23/07/2023,Ovos,18.2,7,18,Maria Luiza,cartão_debito,127.4
034.278.591-50,13:51,29/07/2023,Cerveja,7.5,4,14,Isadora,cartão_credito,30.0
295.073.846-00,10:07,13/07/2023,Óleo de cozinha,8.9,4,16,Isadora,cartão_debito,35.6
645.312.987-64,13:02,24/07/2023,Feijão,15.5,4,11,Caroline,cartão_credito,62.0
805.473.962-10,22:38,03/07/2023,Esponja de aço,5.5,10,14,Stephany,dinheiro,55.0
102.358.947-88,08:13,10/07/2023,Picanha,50.4,10,20,Caroline,cartão_credito,504.0
718.296.305-12,18:08,22/07/2023,Vinho,17.7,8,9,Maria Luiza,cartão_credito,141.6
207.651.839-86,13:27,14/07/2023,Picanha,50.4,7,14,Isadora,dinheiro,352.8
901.648.527-94,16:35,17/07/2023,Farinha,2.7,6,5,Stephany,cartão_debito,16.2
910.853.267-21,21:10,16/07/2023,Feijão,15.5,2,11,Milena,dinheiro,31.0
890.234.517-32,22:41,02/07/2023,Arroz,21.7,1,21,Maria Luiza,cartão_credito,21.7
943.102.856-51,22:51,11/07/2023,Esponja de aço,5.5,8,4,Isadora,cartão_debito,44.0
645.312.987-64,20:08,08/07/2023,Sabonete,3.5,9,8,Stephany,pix,31.5
064.379.815-39,15:23,28/07/2023,Ovos,18.2,1,19,Brenda,dinheiro,18.2
752.631.049-52,14:50,05/07/2023,Sal,2.3,9,15,Caroline,cartão_debito,20.7
840.617.235-53,20:46,12/07/2023,File de frango,19.2,1,2,Milena,cartão_debito,19.2
138.456.920-06,11:29,28/07/2023,Ovos,18.2,5,7,Brenda,cartão_credito,91.0
384.071.659-48,19:46,29/07/2023,Sal,2.3,2,18,Ana,cartão_credito,4.6
564.823.109-15,14:41,23/07/2023,Cerveja,7.5,2,6,Ana,dinheiro,15.0
824.170.965-01,09:45,24/07/2023,Farinha,2.7,10,19,Maria Luiza,cartão_debito,27.0
718.296.305-12,14:21,13/07/2023,Morango,7.5,9,15,Maria Julia,cartão_debito,67.5
065.138.274-26,16:48,12/07/2023,Morango,7.5,7,5,Isadora,pix,52.5
263.179.804-03,08:06,27/07/2023,Ovos,18.2,5,1,Milena,cartão_debito,91.0
937.615.420-70,22:40,18/07/2023,Óleo de cozinha,8.9,10,9,Caroline,cartão_debito,89.0
624.705.981-76,11:37,12/07/2023,Linguiça frango,9.7,2,13,Natália,pix,19.4
921.543.870-04,16:09,18/07/2023,Feijão,15.5,8,15,Caroline,cartão_credito,124.0
036.821.497-40,22:16,08/07/2023,Esponja de aço,5.5,2,7,Caroline,cartão_debito,11.0
689.231.745-64,13:54,27/07/2023,Sal,2.3,4,16,Stephany,dinheiro,9.2
369.841.052-42,19:12,18/07/2023,Cenoura,7.1,8,5,Isadora,dinheiro,56.8
419.720.853-79,18:53,16/07/2023,Alcatra,45.7,6,20,Maria Luiza,pix,274.2
593.641.287-37,17:01,26/07/2023,Sal,2.3,10,1,Caroline,pix,23.0
762.945.831-28,16:40,11/07/2023,Linguiça frango,9.7,5,3,Natália,cartão_debito,48.5
198.250.437-41,10:37,23/07/2023,Óleo de cozinha,8.9,8,10,Natália,dinheiro,71.2
943.102.856-51,21:03,23/07/2023,Arroz,21.7,1,13,Brenda,pix,21.7
715.408.269-02,22:40,24/07/2023,Alcatra,45.7,1,2,Ana,cartão_credito,45.7
604.938.712-50,16:13,24/07/2023,Cafe,9.5,2,6,Caroline,cartão_debito,19.0
102.358.947-88,15:17,25/07/2023,Vinho,17.7,9,2,Maria Julia,cartão_debito,159.3
890.234.517-32,13:51,10/07/2023,Farinha,2.7,7,4,Caroline,cartão_credito,18.9
860.357.192-95,12:38,05/07/2023,Feijão,15.5,6,15,Maria Luiza,cartão_credito,93.0
096.785.421-02,17:48,24/07/2023,Picanha,50.4,9,9,Brenda,cartão_credito,453.6
034.278.591-50,20:45,30/07/2023,Picanha,50.4,9,6,Natália,cartão_debito,453.6
890.234.517-32,20:53,28/07/2023,Morango,7.5,7,5,Maria Cecília,pix,52.5
906.172.385-02,16:15,22/07/2023,Linguiça frango,9.7,10,20,Ana,cartão_credito,97.0
791.230.458-41,10:23,15/07/2023,Óleo de cozinha,8.9,6,4,Brenda,dinheiro,53.4
546.078.231-71,08:12,05/07/2023,Esponja de aço,5.5,4,1,Brenda,cartão_credito,22.0
762.945.831-28,19:45,09/07/2023,Cafe,9.5,3,16,Maria Luiza,cartão_credito,28.5
840.617.235-53,12:11,05/07/2023,Esponja de aço,5.5,10,7,Stephany,cartão_debito,55.0
418.907.352-05,13:53,02/07/2023,Alcatra,45.7,5,12,Isadora,pix,228.5
426.301.598-33,08:36,11/07/2023,Detergente liquido,2.5,3,20,Natália,cartão_credito,7.5
047.853.961-48,22:40,11/07/2023,Farinha,2.7,8,3,Natália,cartão_debito,21.6
207.651.839-86,10:07,22/07/2023,Picanha,50.4,6,14,Caroline,dinheiro,302.4
064.379.815-39,17:46,17/07/2023,Sabonete,3.5,8,10,Stephany,pix,28.0
384.071.659-48,18:37,26/07/2023,Escova dental,15.5,8,18,Caroline,pix,124.0
384.071.659-48,11:44,10/07/2023,Gelatina,2.4,9,18,Brenda,pix,21.6
369.841.052-42,18:03,27/07/2023,File de frango,19.2,10,20,Natália,dinheiro,192.0
384.071.659-48,14:09,30/07/2023,Sal,2.3,7,7,Ana,cartão_debito,16.1
369.841.052-42,17:17,25/07/2023,Arroz,21.7,7,12,Ana,dinheiro,151.9
824.170.965-01,10:10,12/07/2023,Ovos,18.2,1,8,Isadora,dinheiro,18.2
263.179.804-03,19:03,30/07/2023,Açúcar,25.5,5,6,Stephany,cartão_credito,127.5
785.146.023-90,08:23,28/07/2023,Refrigerante lata,4.7,5,6,Natália,cartão_credito,23.5
901.765.842-85,15:03,14/07/2023,File de frango,19.2,8,5,Milena,cartão_credito,153.6
593.641.287-37,10:37,22/07/2023,Detergente liquido,2.5,6,2,Natália,dinheiro,15.0
254.193.867-55,21:02,06/07/2023,Tomate,8.2,7,20,Milena,pix,57.4
803.615.947-39,19:47,10/07/2023,Morango,7.5,2,10,Stephany,cartão_debito,15.0
943.102.856-51,10:37,02/07/2023,Gelatina,2.4,1,15,Maria Julia,cartão_credito,2.4
723.510.694-80,22:47,29/07/2023,Vinho,17.7,10,11,Maria Luiza,cartão_credito,177.0
652.378.904-74,11:05,12/07/2023,Refrigerante lata,4.7,1,6,Maria Luiza,cartão_debito,4.7
901.765.842-85,22:16,22/07/2023,Linguiça frango,9.7,6,2,Caroline,dinheiro,58.2
719.628.034-22,21:07,03/07/2023,Detergente liquido,2.5,10,6,Maria Luiza,pix,25.0
695.281.740-94,09:04,05/07/2023,Linguiça frango,9.7,9,5,Maria Luiza,pix,87.3
901.648.527-94,21:16,07/07/2023,Cerveja,7.5,1,4,Maria Julia,pix,7.5
827.963.014-78,08:02,16/07/2023,Óleo de cozinha,8.9,10,13,Isadora,cartão_credito,89.0
752.631.049-52,19:43,07/07/2023,Farinha,2.7,3,17,Caroline,pix,8.1
426.301.598-33,17:41,08/07/2023,File de frango,19.2,6,3,Maria Luiza,cartão_debito,115.2
963.128.074-87,14:13,20/07/2023,Linguiça frango,9.7,6,16,Stephany,dinheiro,58.2
198.250.437-41,18:18,20/07/2023,Óleo de cozinha,8.9,9,2,Stephany,cartão_debito,80.1
604.938.712-50,16:42,10/07/2023,Tomate,8.2,2,9,Milena,dinheiro,16.4
130.294.586-60,15:54,18/07/2023,Arroz,21.7,2,13,Maria Julia,cartão_credito,43.4
301.698.547-01,22:56,20/07/2023,Feijão,15.5,9,8,Maria Cecília,pix,139.5
418.907.352-05,13:12,03/07/2023,Morango,7.5,9,7,Maria Luiza,cartão_debito,67.5
645.312.987-64,09:49,30/07/2023,Morango,7.5,3,10,Natália,cartão_debito,22.5
810.295.463-98,11:27,28/07/2023,Cenoura,7.1,1,8,Maria Cecília,cartão_credito,7.1
864.279.053-92,09:36,18/07/2023,Morango,7.5,7,8,Isadora,pix,52.5
863.125.974-82,11:21,13/07/2023,Cenoura,7.1,9,19,Maria Julia,cartão_credito,63.9
138.456.920-06,09:29,15/07/2023,Cenoura,7.1,1,18,Natália,dinheiro,7.1
012.875.936-40,17:00,24/07/2023,Cerveja,7.5,3,7,Maria Cecília,cartão_credito,22.5
810.295.463-98,19:47,24/07/2023,Esponja de aço,5.5,1,8,Natália,cartão_credito,5.5
546.078.231-71,08:39,01/07/2023,Tomate,8.2,10,8,Natália,cartão_debito,82.0
521.364.079-61,12:44,30/07/2023,Farinha,2.7,10,7,Brenda,cartão_debito,27.0
901.765.842-85,22:34,23/07/2023,Feijão,15.5,1,19,Ana,cartão_debito,15.5
521.364.079-61,11:24,23/07/2023,Cenoura,7.1,6,15,Isadora,cartão_debito,42.6
531.480.729-79,12:08,13/07/2023,Óleo de cozinha,8.9,2,11,Brenda,cartão_credito,17.8
531.480.729-79,21:33,28/07/2023,Alcatra,45.7,10,9,Brenda,cartão_credito,457.0
521.364.079-61,10:55,06/07/2023,Refrigerante lata,4.7,2,9,Maria Julia,pix,9.4
863.125.974-82,20:16,23/07/2023,Refrigerante lata,4.7,9,20,Stephany,dinheiro,42.3
805.473.962-10,14:11,26/07/2023,Farinha,2.7,8,9,Maria Julia,cartão_debito,21.6
982.546.103-98,22:03,23/07/2023,Picanha,50.4,7,17,Caroline,cartão_credito,352.8
901.765.842-85,18:42,22/07/2023,Cafe,9.5,2,2,Stephany,cartão_credito,19.0
130.294.586-60,12:13,03/07/2023,Tomate,8.2,3,4,Maria Luiza,dinheiro,24.6
564.823.109-15,09:22,15/07/2023,Sal,2.3,10,5,Maria Luiza,pix,23.0
921.543.870-04,12:11,19/07/2023,Óleo de cozinha,8.9,10,13,Brenda,cartão_credito,89.0
901.765.842-85,15:17,13/07/2023,Tomate,8.2,9,11,Milena,cartão_debito,73.8
732.650.914-06,11:15,22/07/2023,Cenoura,7.1,5,10,Brenda,dinheiro,35.5
048.196.375-84,20:10,03/07/2023,Cafe,9.5,2,16,Caroline,pix,19.0
798.213.065-86,11:35,18/07/2023,Gelatina,2.4,7,15,Milena,cartão_debito,16.8
723.510.694-80,17:37,11/07/2023,Óleo de cozinha,8.9,4,20,Maria Cecília,dinheiro,35.6
798.213.065-86,19:07,28/07/2023,Cenoura,7.1,9,21,Brenda,pix,63.9
906.172.385-02,22:07,24/07/2023,Sabonete,3.5,1,6,Ana,pix,3.5
863.125.974-82,17:44,27/07/2023,Óleo de cozinha,8.9,5,21,Maria Luiza,pix,44.5
784.956.031-01,09:58,27/07/2023,Sal,2.3,10,6,Stephany,cartão_debito,23.0
624.705.981-76,12:14,13/07/2023,Linguiça frango,9.7,7,20,Caroline,cartão_debito,67.9
130.294.586-60,12:02,17/07/2023,Cafe,9.5,10,8,Natália,pix,95.0
784.956.031-01,14:55,29/07/2023,Açúcar,25.5,5,19,Natália,pix,127.5
901.765.842-85,21:58,21/07/2023,Farinha,2.7,10,10,Milena,cartão_debito,27.0
436.891.750-20,18:04,05/07/2023,Cerveja,7.5,8,17,Natália,dinheiro,60.0
984.013.257-14,10:54,17/07/2023,File de frango,19.2,9,5,Maria Luiza,cartão_credito,172.8
468.307.129-04,21:10,18/07/2023,Refrigerante lata,4.7,4,1,Ana,dinheiro,18.8
901.765.842-85,09:30,15/07/2023,Sabonete,3.5,7,5,Maria Luiza,cartão_debito,24.5
419.720.853-79,22:51,22/07/2023,Picanha,50.4,2,20,Maria Luiza,cartão_credito,100.8
529.834.061-05,08:32,11/07/2023,Sabonete,3.5,5,18,Isadora,cartão_debito,17.5
645.312.987-64,08:04,24/07/2023,Alcatra,45.7,6,5,Isadora,dinheiro,274.2
715.408.269-02,19:16,21/07/2023,Vinho,17.7,10,7,Maria Julia,dinheiro,177.0
483.657.209-65,16:54,24/07/2023,Esponja de aço,5.5,5,17,Maria Julia,pix,27.5
715.408.269-02,12:34,12/07/2023,Detergente liquido,2.5,9,8,Natália,cartão_credito,22.5
791.230.458-41,13:40,17/07/2023,Ovos,18.2,9,14,Isadora,pix,163.8
718.296.305-12,12:01,15/07/2023,File de frango,19.2,7,12,Stephany,pix,134.4
207.651.839-86,22:14,24/07/2023,Feijão,15.5,7,13,Maria Luiza,cartão_debito,108.5
937.615.420-70,16:36,23/07/2023,Sal,2.3,2,18,Maria Luiza,cartão_debito,4.6
468.307.129-04,17:37,23/07/2023,Escova dental,15.5,2,1,Isadora,cartão_debito,31.0
702.431.958-50,17:20,01/07/2023,Açúcar,25.5,6,8,Milena,cartão_debito,153.0
840.617.235-53,17:59,30/07/2023,Ovos,18.2,8,4,Maria Cecília,cartão_credito,145.6
823.570.469-29,09:52,25/07/2023,Ovos,18.2,7,20,Stephany,pix,127.4
521.364.079-61,16:39,18/07/2023,Refrigerante lata,4.7,8,14,Maria Luiza,cartão_credito,37.6
921.543.870-04,09:29,02/07/2023,Escova dental,15.5,2,15,Maria Julia,pix,31.0
890.234.517-32,20:42,24/07/2023,Linguiça frango,9.7,6,12,Isadora,cartão_debito,58.2
041.639.752-25,15:18,28/07/2023,Linguiça frango,9.7,8,1,Natália,pix,77.6
640.825.931-60,09:34,22/07/2023,Linguiça frango,9.7,5,20,Natália,cartão_credito,48.5
857.132.409-32,21:24,22/07/2023,Refrigerante lata,4.7,1,14,Maria Luiza,dinheiro,4.7
073.241.958-14,12:25,04/07/2023,Ovos,18.2,2,18,Caroline,cartão_debito,36.4
723.510.694-80,10:13,20/07/2023,Óleo de cozinha,8.9,10,18,Natália,cartão_credito,89.0
096.785.421-02,12:49,13/07/2023,Vinho,17.7,9,8,Ana,cartão_debito,159.3
064.379.815-39,13:16,21/07/2023,Sal,2.3,1,7,Natália,dinheiro,2.3
863.125.974-82,21:50,06/07/2023,Refrigerante lata,4.7,5,19,Maria Julia,pix,23.5
069.738.451-93,20:18,24/07/2023,Ovos,18.2,1,11,Maria Luiza,cartão_credito,18.2
624.705.981-76,21:39,24/07/2023,Farinha,2.7,4,17,Stephany,cartão_credito,10.8
624.705.981-76,19:00,22/07/2023,Arroz,21.7,8,21,Natália,pix,173.6
652.378.904-74,21:09,30/07/2023,Gelatina,2.4,10,8,Ana,cartão_credito,24.0
593.641.287-37,08:25,15/07/2023,Farinha,2.7,6,2,Maria Julia,pix,16.2
846.732.951-37,11:54,18/07/2023,Gelatina,2.4,6,16,Natália,pix,14.4
827.963.014-78,08:13,06/07/2023,Tomate,8.2,6,8,Milena,pix,49.2
154.293.076-61,15:02,14/07/2023,Cerveja,7.5,6,16,Stephany,pix,45.0
723.510.694-80,11:39,03/07/2023,Vinho,17.7,8,1,Caroline,pix,141.6
254.193.867-55,21:37,14/07/2023,Farinha,2.7,6,1,Ana,pix,16.2
805.614.923-60,16:38,09/07/2023,Feijão,15.5,5,3,Isadora,dinheiro,77.5
629.475.813-00,18:33,07/07/2023,Ovos,18.2,5,2,Natália,cartão_credito,91.0
154.293.076-61,17:12,15/07/2023,Cenoura,7.1,7,7,Stephany,cartão_debito,49.7
785.146.023-90,16:55,09/07/2023,Farinha,2.7,1,18,Maria Luiza,cartão_debito,2.7
810.295.463-98,09:23,23/07/2023,Cenoura,7.1,1,7,Milena,dinheiro,7.1
360.478.219-87,21:39,17/07/2023,Feijão,15.5,9,19,Caroline,pix,139.5
762.945.831-28,22:58,05/07/2023,Cenoura,7.1,9,6,Maria Cecília,cartão_debito,63.9
096.785.421-02,15:56,26/07/2023,Ovos,18.2,2,14,Brenda,dinheiro,36.4
629.475.813-00,22:31,08/07/2023,Óleo de cozinha,8.9,4,15,Isadora,cartão_credito,35.6
436.891.750-20,13:27,14/07/2023,Tomate,8.2,7,10,Maria Cecília,cartão_credito,57.4
901.648.527-94,18:11,03/07/2023,Tomate,8.2,8,2,Maria Cecília,cartão_credito,65.6
803.615.947-39,18:26,11/07/2023,Açúcar,25.5,8,7,Maria Julia,pix,204.0
419.720.853-79,09:15,28/07/2023,Vinho,17.7,7,14,Stephany,pix,123.9
645.312.987-64,11:50,25/07/2023,Arroz,21.7,5,14,Caroline,cartão_credito,108.5
198.250.437-41,20:30,22/07/2023,Vinho,17.7,10,20,Maria Julia,dinheiro,177.0
269.731.504-70,16:08,22/07/2023,Cerveja,7.5,8,11,Maria Julia,cartão_credito,60.0
963.128.074-87,16:24,23/07/2023,Arroz,21.7,4,13,Caroline,pix,86.8
041.639.752-25,11:53,30/07/2023,Linguiça frango,9.7,3,14,Brenda,cartão_credito,29.1
065.138.274-26,22:38,04/07/2023,Esponja de aço,5.5,1,9,Maria Julia,pix,5.5
921.543.870-04,08:48,12/07/2023,File de frango,19.2,7,11,Ana,pix,134.4
937.615.420-70,17:56,19/07/2023,Arroz,21.7,2,16,Natália,pix,43.4
827.963.014-78,11:02,09/07/2023,Refrigerante lata,4.7,8,12,Maria Cecília,dinheiro,37.6
041.639.752-25,22:41,24/07/2023,Alcatra,45.7,8,12,Maria Julia,dinheiro,365.6
732.650.914-06,08:32,08/07/2023,Linguiça frango,9.7,4,2,Natália,cartão_credito,38.8
752.631.049-52,12:18,18/07/2023,Escova dental,15.5,8,15,Maria Cecília,dinheiro,124.0
768.023.591-03,18:05,15/07/2023,Sal,2.3,2,11,Caroline,cartão_credito,4.6
863.125.974-82,09:37,30/07/2023,Sabonete,3.5,3,14,Stephany,cartão_credito,10.5
073.241.958-14,15:13,04/07/2023,Alcatra,45.7,7,7,Natália,cartão_credito,319.9
860.357.192-95,16:51,14/07/2023,Gelatina,2.4,6,12,Stephany,dinheiro,14.4
827.963.014-78,21:50,15/07/2023,Cenoura,7.1,10,3,Stephany,dinheiro,71.0
984.013.257-14,21:37,09/07/2023,Esponja de aço,5.5,8,2,Ana,cartão_credito,44.0
943.102.856-51,17:57,15/07/2023,Óleo de cozinha,8.9,6,13,Natália,cartão_debito,53.4
269.731.504-70,22:02,17/07/2023,Farinha,2.7,9,2,Caroline,dinheiro,24.3
531.480.729-79,18:51,07/07/2023,Cerveja,7.5,9,3,Maria Julia,cartão_credito,67.5
263.179.804-03,19:47,05/07/2023,Esponja de aço,5.5,6,7,Maria Cecília,pix,33.0
695.281.740-94,11:46,19/07/2023,Farinha,2.7,7,2,Natália,cartão_credito,18.9
138.456.920-06,12:25,11/07/2023,Morango,7.5,3,11,Maria Cecília,cartão_debito,22.5
784.956.031-01,14:09,19/07/2023,Feijão,15.5,9,20,Milena,cartão_debito,139.5
802.613.579-21,14:00,19/07/2023,Arroz,21.7,10,20,Maria Luiza,pix,217.0
702.431.958-50,19:25,24/07/2023,Gelatina,2.4,9,10,Caroline,cartão_debito,21.6
752.631.049-52,11:37,02/07/2023,Morango,7.5,10,9,Maria Luiza,pix,75.0
732.650.914-06,09:42,07/07/2023,Farinha,2.7,1,5,Natália,dinheiro,2.7
436.891.750-20,10:44,30/07/2023,Vinho,17.7,1,14,Ana,cartão_credito,17.7
436.891.750-20,11:20,29/07/2023,Cerveja,7.5,9,3,Maria Cecília,dinheiro,67.5
853.164.790-84,12:45,04/07/2023,Arroz,21.7,1,15,Brenda,pix,21.7
041.639.752-25,20:48,28/07/2023,Escova dental,15.5,6,5,Maria Luiza,cartão_credito,93.0
921.543.870-04,12:34,27/07/2023,Vinho,17.7,6,16,Stephany,pix,106.2
064.379.815-39,20:51,06/07/2023,Detergente liquido,2.5,4,20,Natália,dinheiro,10.0
064.379.815-39,22:50,09/07/2023,Farinha,2.7,8,6,Caroline,pix,21.6
823.570.469-29,21:51,23/07/2023,Alcatra,45.7,10,3,Maria Julia,cartão_credito,457.0
752.631.049-52,22:52,04/07/2023,Detergente liquido,2.5,8,11,Maria Luiza,cartão_debito,20.0
301.698.547-01,09:39,22/07/2023,Açúcar,25.5,1,18,Ana,dinheiro,25.5
980.267.513-02,17:46,17/07/2023,Escova dental,15.5,9,7,Maria Cecília,cartão_debito,139.5
483.261.759-19,20:14,09/07/2023,Morango,7.5,6,13,Maria Luiza,dinheiro,45.0
937.615.420-70,15:00,06/07/2023,Ovos,18.2,4,11,Maria Luiza,cartão_debito,72.8
762.945.831-28,16:59,27/07/2023,Refrigerante lata,4.7,7,8,Ana,cartão_credito,32.9
065.138.274-26,20:46,17/07/2023,Picanha,50.4,3,11,Isadora,cartão_credito,151.2
857.132.409-32,13:32,21/07/2023,Óleo de cozinha,8.9,9,1,Ana,pix,80.1
468.307.129-04,14:02,22/07/2023,File de frango,19.2,3,12,Milena,cartão_credito,57.6
864.279.053-92,16:17,08/07/2023,Refrigerante lata,4.7,6,7,Isadora,cartão_debito,28.2
963.128.074-87,22:32,22/07/2023,Açúcar,25.5,3,1,Maria Luiza,cartão_debito,76.5
723.510.694-80,18:40,14/07/2023,Cafe,9.5,2,17,Ana,dinheiro,19.0
652.378.904-74,18:48,21/07/2023,Açúcar,25.5,8,6,Stephany,cartão_credito,204.0
047.853.961-48,13:16,18/07/2023,Escova dental,15.5,3,14,Maria Luiza,cartão_debito,46.5
261.850.473-90,09:54,05/07/2023,Refrigerante lata,4.7,3,17,Brenda,dinheiro,14.1
702.431.958-50,22:18,24/07/2023,Cerveja,7.5,6,13,Stephany,dinheiro,45.0
041.639.752-25,15:45,11/07/2023,Cenoura,7.1,5,19,Isadora,cartão_debito,35.5
